Date,Ticker,BOARD_AVERAGE_AGE,BOARD_MEETINGS_PER_YR,BOARD_MEETING_ATTENDANCE_PCT,BOARD_SIZE,CEO_DUALITY,CHIEF_EXECUTIVE_OFFICER_AGE,CHIEF_EXECUTIVE_OFFICER_TENURE,CUR_MKT_CAP,ENVIRON_DISCLOSURE_SCORE,EQY_INST_PCT_SH_OUT,ESG_DISCLOSURE_SCORE,FEMALE_CEO_OR_EQUIVALENT,GOVNCE_DISCLOSURE_SCORE,INDEPENDENT_DIRECTORS,NUMBER_OF_WOMEN_ON_BOARD,PCT_IND_DIRECTORS_ON_COMP_CMTE,PCT_WOMEN_ON_BOARD,SOCIAL_DISCLOSURE_SCORE,TOT_COMP_AW_TO_CEO_&_EQUIV,BOARD_AVERAGE_TENURE,BS_TOT_ASSET,EPS_GROWTH,FNCL_LVRG,PCT_INSIDER_SHARES_OUT,RETURN_COM_EQY,RETURN_ON_ASSET,SALES_GROWTH,TOBIN_Q_RATIO,security_name,gics_sector_name,Firm Age,LN_BOARD_AVERAGE_AGE,LN_BOARD_MEETINGS_PER_YR,LN_TOT_COMP_AW_TO_CEO_&_EQUIV,LN_CHIEF_EXECUTIVE_OFFICER_TENURE,Ratio of shares,LN_CHIEF_EXECUTIVE_OFFICER_AGE
2010-01-01,1280452D CT Equity,,11.0,96.72,6.0,0.0,,,1239.4287,,,11.9835,,48.2143,5.0,,,16.67,3.5088,,,997.272,-45.614,1.8003,,9.643,5.3562,12.1053,1.6931,CML HealthCare Inc,,0.0,,2.3978952727983707,,,,
2011-01-01,1280452D CT Equity,63.714,22.0,96.9,7.0,0.0,,,1024.7909,,,12.8099,,51.7857,7.0,1.0,100.0,14.29,3.5088,,,454.978,59.6774,2.4156,,10.8543,4.4934,-28.986,3.1434,CML HealthCare Inc,,1.0,4.154404318649764,3.091042453358316,,,,
2012-01-01,1280452D CT Equity,64.714,14.0,97.94,7.0,1.0,,,867.6052,,31.003,12.8099,1.0,51.7857,6.0,1.0,100.0,14.29,3.5088,,,440.797,-26.2626,9.6307,0.512,128.8801,13.3822,-3.65,2.8734,CML HealthCare Inc,,2.0,4.169977561406937,2.6390573296152584,,,0.016514530851853046,
2013-01-01,1280452D CT Equity,63.333,11.0,98.48,6.0,0.0,,,596.4865,,31.463,12.8099,0.0,51.7857,6.0,1.0,100.0,16.67,3.5088,,,348.945,-39.726,13.7583,0.147,139.1404,10.1132,-0.3253,2.6654,CML HealthCare Inc,,3.0,4.1484065203206315,2.3978952727983707,,,0.0046721545942853505,
2014-01-01,1280452D CT Equity,63.333,11.0,98.48,6.0,0.0,,,967.3726,,33.874,12.8099,0.0,51.7857,6.0,1.0,100.0,16.67,3.5088,,,348.945,-39.726,13.7583,0.13,139.1404,10.1132,-0.3253,2.6654,CML HealthCare Inc,,4.0,4.1484065203206315,2.3978952727983707,,,0.0038377516679459172,
2010-01-01,1284913D CT Equity,60.0,9.0,90.0,10.0,0.0,,,9872.9604,9.375,,22.9665,,51.7857,9.0,,,40.0,17.5439,,,6364.223,12.3348,1.8451,,17.0605,9.2464,11.1404,2.0499,Corp Shoppers Drug Mart,,,4.0943445622221,2.1972245773362196,,,,
2011-01-01,1284913D CT Equity,62.73,9.0,95.96,11.0,0.0,,,8595.8816,9.375,34.516,22.9665,0.0,51.7857,10.0,3.0,100.0,27.272,17.5439,,,7122.21,1.1152,1.736,0.134,14.7043,8.4703,2.0741,1.6129,Corp Shoppers Drug Mart,,,4.138839802108651,2.1972245773362196,,,0.00388225750376637,
2012-01-01,1284913D CT Equity,64.0,11.0,94.59,11.0,0.0,,,8839.3115,9.375,50.372,23.9234,0.0,55.3571,10.0,4.0,100.0,36.363,17.5439,,,7300.31,4.4118,1.6984,0.032,14.4596,8.5135,2.6091,1.6129,Corp Shoppers Drug Mart,,,4.1588830833596715,2.3978952727983707,,,0.0006352735646787898,
2013-01-01,1284913D CT Equity,64.73,9.0,97.86,11.0,0.0,,,8781.5757,9.375,57.305,21.5311,0.0,51.7857,10.0,4.0,100.0,36.363,12.2807,,,7471.774,2.4648,1.7204000000000002,0.011,14.1271,8.2114,3.0902,1.5787,Corp Shoppers Drug Mart,,,4.170224772557419,2.1972245773362196,,,0.0001919553267603176,
2014-01-01,1284913D CT Equity,64.73,9.0,97.86,11.0,0.0,,,11646.8178,9.375,50.037,21.5311,0.0,51.7857,10.0,4.0,100.0,36.363,12.2807,,,7624.821,2.7491,1.7089,0.008,13.6218,7.9711,2.5581,1.9249,Corp Shoppers Drug Mart,,,4.170224772557419,2.1972245773362196,,,0.0001598816875512121,
2015-01-01,1284913D CT Equity,64.73,9.0,97.86,11.0,0.0,,,12180.748,9.375,18.36,21.5311,0.0,51.7857,10.0,4.0,100.0,36.363,12.2807,,,7624.821,2.7491,1.7089,0.0,13.6218,7.9711,2.5581,1.9249,Corp Shoppers Drug Mart,,,4.170224772557419,2.1972245773362196,,,0.0,
2010-01-01,1311483D CT Equity,61.75,10.0,96.25,8.0,1.0,,,751.9683,,,12.8099,,51.7857,6.0,,,12.5,3.5088,,,323.293,666.6667,1.5273,,19.2896,12.6302,21.5352,2.5975,Hecla Quebec Inc,,,4.123093975508087,2.302585092994046,,,,
2011-01-01,1311483D CT Equity,61.22,8.0,93.94,9.0,1.0,,,1175.7637,1.5504,83.694,15.7025,,51.7857,7.0,,,11.11,12.2807,,,336.543,-56.5217,1.3091,1.647,6.8409,5.2255,1.8131,3.71,Hecla Quebec Inc,,,4.114473933517266,2.0794415416798357,,,0.01967883002365761,
2012-01-01,1311483D CT Equity,60.9,18.0,97.33,10.0,0.0,,,815.106,1.5504,72.967,17.3554,0.0,58.9286,7.0,1.0,100.0,10.0,12.2807,,,418.586,170.0,1.2808,1.707,14.9026,11.6354,45.4597,2.1806,Hecla Quebec Inc,,,4.109233174715851,2.8903717578961645,,,0.02339413707566434,
2013-01-01,1311483D CT Equity,60.9,18.0,97.33,10.0,0.0,,,564.3475,1.5504,61.331,17.3554,0.0,58.9286,7.0,1.0,100.0,10.0,12.2807,,,449.651,-29.6296,1.2662,1.715,9.2771,7.3268,-14.0158,1.4446,Hecla Quebec Inc,,,4.109233174715851,2.8903717578961645,,,0.027963020332295252,
2014-01-01,1311483D CT Equity,60.9,18.0,97.33,10.0,0.0,,,675.8374,1.5504,30.707,17.3554,0.0,58.9286,7.0,1.0,100.0,10.0,12.2807,,,449.651,-29.6296,1.2662,1.103,9.2771,7.3268,-14.0158,1.4446,Hecla Quebec Inc,,,4.109233174715851,2.8903717578961645,,,0.03592014850034194,
2010-01-01,1374430D CT Equity,52.75,11.0,96.59,8.0,0.0,,,2336.5259,,,10.7884,,42.8571,6.0,,,0.0,3.125,,,2458.39,57.8947,1.5352,,-5.5429,-3.6106,-20.7992,1.2536,Petronas Energy Canada Ltd,,6.0,3.965563772356176,2.3978952727983707,,,,
2011-01-01,1374430D CT Equity,51.89,10.0,97.78,9.0,0.0,,,2728.8947,2.4793,45.572,14.1079,,46.4286,7.0,,,0.0,7.8125,,,2434.9,-97.7778,1.445,7.857,-10.5933,-7.3312,27.4553,1.4344,Petronas Energy Canada Ltd,,7.0,3.949126093379648,2.302585092994046,,,0.17240849644518563,
2012-01-01,1374430D CT Equity,52.889,11.0,96.97,9.0,0.0,,,3079.5194,2.4793,52.481,12.8631,0.0,51.7857,7.0,0.0,100.0,0.0,3.125,,,2646.471,-97.7778,1.3902,6.968,8.1227,5.8427,6.39,1.4141,Petronas Energy Canada Ltd,,8.0,3.96819537773333,2.3978952727983707,,,0.13277186029229626,
2013-01-01,1374430D CT Equity,52.889,11.0,96.97,9.0,0.0,,,5185.6467,2.4793,141.679,12.8631,0.0,51.7857,7.0,0.0,100.0,0.0,3.125,,,2646.471,-97.7778,1.3902,6.225,8.1227,5.8427,6.39,1.4141,Petronas Energy Canada Ltd,,9.0,3.96819537773333,2.3978952727983707,,,0.04393735133647188,
2010-01-01,1382554D CT Equity,,11.0,98.86,8.0,0.0,,,429.3185,,,13.8756,,48.2143,6.0,,,0.0,3.5088,,,688.957,-32.1429,2.0982,,8.6102,4.1035,1.1832,0.9377,FGL Sports Ltd,,17.0,,2.3978952727983707,,,,
2011-01-01,1382554D CT Equity,59.25,7.0,100.0,8.0,0.0,,,523.9028,,40.852,13.8756,,51.7857,6.0,,,0.0,3.5088,,,701.929,-1.0526,2.0278,6.67,8.3913,4.1381,0.853,1.1471,FGL Sports Ltd,,18.0,4.081765780015241,1.9459101490553132,,,0.16327230000979145,
2012-01-01,1382554D CT Equity,59.25,7.0,100.0,8.0,0.0,,,763.5914,,23.113,13.8756,,51.7857,6.0,,,0.0,3.5088,,,740.115,28.7234,2.0555,0.051,10.0973,4.9122,6.661,1.287,FGL Sports Ltd,,19.0,4.081765780015241,1.9459101490553132,,,0.002206550426167092,
2010-01-01,1413620D CT Equity,,12.0,95.238,7.0,0.0,,,2421.4855,8.5271,,26.0331,,55.3571,5.0,,,0.0,36.8421,,,1338.773,-28.5714,1.2011,,-3.0088,-2.5051,,2.2942,Osisko Mining Corp /Old,,28.0,,2.4849066497880004,,,,
2011-01-01,1413620D CT Equity,59.444,11.0,89.41,9.0,0.0,,,5530.6143,7.7519,61.229,25.2066,0.0,55.3571,7.0,0.0,100.0,0.0,35.0877,,,1958.884,37.5,1.2185,1.371,-1.3174,-1.0811,,3.016,Osisko Mining Corp /Old,,29.0,4.085034692896323,2.3978952727983707,,,0.022391350503846216,
2012-01-01,1413620D CT Equity,60.38,13.0,93.62,8.0,0.0,,,3792.7071,19.3798,62.361,27.686,0.0,57.1429,6.0,0.0,100.0,0.0,17.5439,,,2069.242,37.5,1.2402,1.116,1.1082,0.8936,,2.0338,Osisko Mining Corp /Old,,30.0,4.100657924278693,2.5649493574615367,,,0.017895800259777748,
2013-01-01,1413620D CT Equity,62.111,16.0,94.89,9.0,0.0,,,3116.0945,17.8295,58.94,28.0992,0.0,62.5,8.0,1.0,100.0,11.111,17.5439,,,2687.905,360.0,1.2466,1.083,4.7582,3.8169,152.6024,1.4945,Osisko Mining Corp /Old,,31.0,4.128923106908514,2.772588722239781,,,0.01837461825585341,
2014-01-01,1413620D CT Equity,61.181,9.0,95.37,11.0,0.0,,,2061.7884,20.155,61.708,30.5785,0.0,62.5,8.0,2.0,100.0,18.181,22.807,,,2222.001,360.0,1.2612,0.671,-23.3801,-18.5382,1.5439,1.152,Osisko Mining Corp /Old,,32.0,4.113836683800029,2.1972245773362196,,,0.010873792701108448,
2015-01-01,1413620D CT Equity,61.181,9.0,95.37,11.0,0.0,,,3804.2496,20.155,25.549,30.5785,0.0,62.5,8.0,2.0,100.0,18.181,22.807,,,2222.001,360.0,1.2612,0.076,-23.3801,-18.5382,1.5439,1.152,Osisko Mining Corp /Old,,33.0,4.113836683800029,2.1972245773362196,,,0.0029746761125680064,
2011-01-01,1457122D CT Equity,,17.0,92.65,8.0,0.0,,,1111.1994,,67.795,12.3967,1.0,44.6429,6.0,1.0,100.0,12.5,8.7719,,,169.605,-650.0,1.2101,0.616,-61.5895,-50.8973,,6.8472,Romarco Minerals Inc,Materials,,,2.833213344056216,,,0.009086215797625193,
2012-01-01,1457122D CT Equity,,15.0,85.72,8.0,0.0,,,630.4816,,64.136,12.3967,1.0,44.6429,6.0,1.0,100.0,12.5,8.7719,,,263.33,80.0,1.1259,0.675,-8.1636,-7.251,,2.3943,Romarco Minerals Inc,Materials,17.0,,2.70805020110221,,,0.010524510415367345,
2013-01-01,1457122D CT Equity,,9.0,98.56,8.0,0.0,,,450.4341,,68.048,12.3967,1.0,44.6429,6.0,1.0,100.0,12.5,8.7719,,,257.561,33.3333,1.0479,0.791,-4.8018,-4.5821,,1.8103,Romarco Minerals Inc,Materials,18.0,,2.1972245773362196,,,0.011624147660474959,
2014-01-01,1457122D CT Equity,,10.0,96.25,8.0,0.0,,,246.6029,,61.572,12.3967,1.0,44.6429,6.0,1.0,100.0,12.5,8.7719,,,266.808,0.0,1.0453,0.834,-5.6674,-5.4218,,0.9042,Romarco Minerals Inc,Materials,19.0,,2.302585092994046,,,0.013545117910738647,
2015-01-01,1457122D CT Equity,,9.0,97.22,8.0,0.0,,12.33,355.4061,,66.794,12.3967,1.0,44.6429,6.0,1.0,100.0,12.5,8.7719,,9.31,287.929,0.0,1.0378,0.949,-5.0771,-4.892,,1.1009,Romarco Minerals Inc,Materials,20.0,,2.1972245773362196,,2.512035317176253,0.014207862981704943,
2016-01-01,1457122D CT Equity,,9.0,97.22,8.0,0.0,,13.33,571.6724,,53.723,12.3967,1.0,44.6429,6.0,1.0,100.0,12.5,8.7719,,10.31,287.929,0.0,1.0378,0.614,-5.0771,-4.892,,1.1009,Romarco Minerals Inc,Materials,21.0,,2.1972245773362196,,2.5900171341906173,0.011428996891461757,
2010-01-01,1641774D CT Equity,,5.0,80.0,6.0,1.0,,,421.8154,,,9.0909,,39.2857,4.0,,,0.0,,,,62.0211,,1.2526,,-14.4073,-11.5017,,2.7334,Colossus Minerals Inc,Materials,4.0,,1.6094379124341003,,,,
2011-01-01,1641774D CT Equity,,5.0,93.33,6.0,1.0,,,824.5218,,,11.157,,48.2143,4.0,,,0.0,,,,161.1595,-18.1818,1.2793,,-11.2302,-8.7782,,3.42,Colossus Minerals Inc,Materials,5.0,,1.6094379124341003,,,,
2012-01-01,1641774D CT Equity,56.38,9.0,96.33,8.0,0.0,,,635.4263,,,14.0496,0.0,51.7857,6.0,0.0,100.0,0.0,8.7719,,,235.23,-150.0132,1.4405,,-23.3633,-16.2184,,2.7083,Colossus Minerals Inc,Materials,6.0,4.032114485685967,2.1972245773362196,,,,
2013-01-01,1641774D CT Equity,55.444,8.0,90.0,9.0,0.0,,,489.9319,,,14.0496,0.0,51.7857,7.0,0.0,100.0,0.0,8.7719,,,279.642,9.6774,1.9707,,-23.014,-11.6779,,2.3556,Colossus Minerals Inc,Materials,7.0,4.015373502351107,2.0794415416798357,,,,
2014-01-01,1641774D CT Equity,55.444,8.0,90.0,9.0,0.0,,,12.2883,,,14.0496,0.0,51.7857,7.0,0.0,100.0,0.0,8.7719,,,3.373,-589.2857,145.2104,,-23.014,-186.3449,,37.836,Colossus Minerals Inc,Materials,8.0,4.015373502351107,2.0794415416798357,,,,
2015-01-01,1641774D CT Equity,55.444,8.0,90.0,9.0,0.0,,,7.0219,,,14.0496,0.0,51.7857,7.0,0.0,100.0,0.0,8.7719,,,3.373,-589.2857,145.2104,188.691,-23.014,-186.3449,,37.836,Colossus Minerals Inc,Materials,9.0,4.015373502351107,2.0794415416798357,,,,
2010-01-01,1694944D CT Equity,58.833,8.0,99.0,12.0,0.0,,,33845.8848,55.0388,,59.9174,0.0,71.4286,9.0,3.0,100.0,25.0,59.6491,,,12922.2,-70.7124,2.101,,17.7845,8.4649,-57.9029,2.9825,Potash Corp of Saskatchewan In,Materials,,4.074702921966812,2.0794415416798357,,,,
2011-01-01,1694944D CT Equity,59.833,35.0,97.3,12.0,0.0,,,45977.7118,55.0388,83.197,58.6777,0.0,66.0714,9.0,3.0,100.0,25.0,59.6491,,,15547.0,80.1802,2.1691,0.599,27.048,12.4696,64.4328,3.4113,Potash Corp of Saskatchewan In,Materials,,4.091557348214065,3.5553480614894135,,,0.007199778838179261,
2012-01-01,1694944D CT Equity,61.154,8.0,100.0,13.0,0.0,,,36066.2923,52.7132,79.818,57.438,0.0,66.0714,10.0,3.0,100.0,23.077,59.6491,,,16257.0,80.0,2.1885,0.43,42.403,19.3749,33.2773,2.7053000000000003,Potash Corp of Saskatchewan In,Materials,,4.113395272912901,2.0794415416798357,,,0.0053872560074168735,
2013-01-01,1694944D CT Equity,60.0,8.0,100.0,13.0,0.0,62.0,13.58,34848.645,51.938,69.254,58.2645,0.0,71.4286,11.0,3.0,100.0,23.077,59.6491,,7.78,18206.0,-32.7778,1.9406,0.587,23.4135,12.0651,-9.0419,2.3885,Potash Corp of Saskatchewan In,Materials,,4.0943445622221,2.0794415416798357,,2.60859812213055,0.008476044704998988,4.127134385045092
2014-01-01,1694944D CT Equity,61.0,9.0,99.15,13.0,0.0,63.0,14.58,30205.1796,51.938,69.516,55.7851,0.0,66.0714,11.0,3.0,100.0,23.077,54.386,,8.78,17958.0,-14.876,1.8508,0.645,18.2702,9.8717,-7.8466,2.0347,Potash Corp of Saskatchewan In,Materials,,4.110873864173311,2.1972245773362196,,2.6796507265805123,0.00927843949594338,4.143134726391533
2015-01-01,1694944D CT Equity,60.231,12.0,99.6,13.0,0.0,50.0,0.58,34093.4268,50.3876,77.61,54.5455,0.0,69.6429,11.0,4.0,100.0,30.769,49.1228,,6.68,17724.0,-11.165,1.9371,0.653,16.6775,8.6094,-2.601,2.1626,Potash Corp of Saskatchewan In,Materials,,4.098187169939551,2.4849066497880004,,-0.5447271754416722,0.008413864192758665,3.912023005428146
2016-01-01,1694944D CT Equity,58.667,13.0,100.0,12.0,0.0,51.0,1.58,19790.6702,51.938,75.069,52.8926,0.0,64.2857,10.0,3.0,100.0,25.0,43.8596,,6.49,17469.0,-16.9399,2.0492,0.286,14.7898,7.2173,-11.7498,1.3409,Potash Corp of Saskatchewan In,Materials,,4.071877388172083,2.5649493574615367,,0.4574248470388755,0.0038098282913053318,3.9318256327243257
2017-01-01,1694944D CT Equity,58.231,15.0,98.0,13.0,0.0,52.0,2.5,20397.6669,51.938,78.171,52.8926,0.0,64.2857,11.0,3.0,100.0,23.077,43.8596,,6.88,17255.0,-84.2105,2.0942,0.298,3.896,1.8604,-29.0333,1.4038,Potash Corp of Saskatchewan In,Materials,,4.064417858979948,2.70805020110221,,0.9162907318741551,0.0038121554028987727,3.9512437185814275
2018-01-01,1694944D CT Equity,59.125,15.0,98.0,8.0,0.0,53.0,3.58,21660.9582,17.0543,71.572,24.3802,0.0,26.7857,11.0,2.0,100.0,25.0,38.5965,,6.49,16998.0,-25.0,2.0757,0.307,3.9632,1.9093,2.0422,1.5316,Potash Corp of Saskatchewan In,Materials,,4.079653846812097,2.70805020110221,,1.275362800412609,0.004289386911082546,3.970291913552122
2019-01-01,1694944D CT Equity,59.125,15.0,98.0,8.0,0.0,53.0,3.58,21660.9582,17.0543,4.536,24.3802,0.0,26.7857,11.0,2.0,100.0,25.0,38.5965,,6.49,16998.0,-25.0,2.0757,0.099,3.9632,1.9093,2.0422,1.5316,Potash Corp of Saskatchewan In,Materials,,4.079653846812097,2.70805020110221,,1.275362800412609,0.021825396825396828,3.970291913552122
2010-01-01,AAR-U CT Equity,,,,,,,,25.2131,,,,,,,,,,,,,66.703,28.2525,2.7232,,5.5695,2.0452,-1.3922,1.0248,Pure Industrial Real Estate Tr,Real Estate,,,,,,,
2011-01-01,AAR-U CT Equity,,,,,,,,120.7788,,19.822,,,,,,,,,,,213.32,28.2525,13.0119,5.42,5.5695,-2.1341,112.4882,1.5859,Pure Industrial Real Estate Tr,Real Estate,,,,,,0.27343355867218244,
2012-01-01,AAR-U CT Equity,,,,,,,,210.9237,,40.189,,,,,,,,,75000.0,,447.912,28.2525,3.4921,0.569,5.5695,4.0213,143.6223,1.0415,Pure Industrial Real Estate Tr,Real Estate,,,,11.225243392518447,,0.014158102963497473,
2013-01-01,AAR-U CT Equity,,,,6.0,0.0,48.0,1.67,421.0605,,42.093,7.0248,0.0,30.3571,4.0,0.0,100.0,0.0,,549250.0,5.29,759.138,54.1151,2.2135,0.447,11.4295,5.1635,49.8297,1.0962,Pure Industrial Real Estate Tr,Real Estate,,,,13.216308990246857,0.5128236264286637,0.010619342883614852,3.871201010907891
2014-01-01,AAR-U CT Equity,,,,6.0,0.0,49.0,2.67,646.232,,35.938,7.0248,0.0,30.3571,4.0,0.0,100.0,0.0,,1373750.0,5.31,1343.913,-37.5567,2.2349,0.325,7.4775,3.3457,107.799,1.0398,Pure Industrial Real Estate Tr,Real Estate,,,,14.133054784699969,0.9820784724121582,0.009043352440313873,3.8918202981106265
2015-01-01,AAR-U CT Equity,,8.0,100.0,6.0,0.0,49.0,2.67,842.2223,,43.907,9.5041,0.0,41.0714,4.0,0.0,100.0,0.0,,2073000.0,6.31,1783.455,107.9896,2.1235,0.318,13.8061,6.5014,31.294,0.9755,Pure Industrial Real Estate Tr,Real Estate,,,2.0794415416798357,14.544507391417916,0.9820784724121582,0.007242580909649942,3.8918202981106265
2016-01-01,AAR-U CT Equity,55.5,7.0,100.0,6.0,0.0,,,828.944,,34.798,11.157,0.0,48.2143,4.0,0.0,100.0,0.0,,3005833.0,7.31,2102.478,34.7709,2.0587,0.414,16.1539,7.8468,20.0052,0.9137,Pure Industrial Real Estate Tr,Real Estate,9.0,4.0163830207523885,1.9459101490553132,14.916065292196235,,0.011897235473303062,
2017-01-01,AAR-U CT Equity,57.714,11.0,100.0,7.0,0.0,,3.0,1360.6932,,29.206,9.9174,0.0,42.8571,5.0,0.0,100.0,0.0,,1650750.0,7.1,2516.537,-13.3093,1.961,0.367,12.5305,6.3898,9.0905,1.0089,Pure Industrial Real Estate Tr,Real Estate,10.0,4.055499778398533,2.3978952727983707,14.316740288056819,1.0986122886681098,0.012565911114154626,
2018-01-01,AAR-U CT Equity,56.286,11.0,100.0,7.0,0.0,,4.08,2069.6122,1.5504,30.249,11.5702,0.0,37.5,5.0,1.0,100.0,14.286,8.7719,,6.79,3220.813,52.8571,1.7663,0.67,18.3196,10.3716,20.617,1.0534,Pure Industrial Real Estate Tr,Real Estate,11.0,4.030445836371869,2.3978952727983707,,1.4060969884160703,0.022149492545208108,
2019-01-01,AAR-U CT Equity,56.286,11.0,100.0,7.0,0.0,,4.42,2476.7992,1.5504,108.568,11.5702,0.0,37.5,5.0,1.0,100.0,14.286,8.7719,,6.95,3220.813,52.8571,1.7663,0.691,18.3196,10.3716,20.617,1.0534,Pure Industrial Real Estate Tr,Real Estate,12.0,4.030445836371869,2.3978952727983707,,1.4861396960896067,0.006364674673937071,
2010-01-01,AAV CT Equity,,19.0,97.4,9.0,0.0,,,1119.347,,,11.2033,0.0,44.6429,7.0,2.0,100.0,22.222,3.125,4950824.0,,1927.241,-273.3333,,,,-4.0838,-50.6399,0.9414,Advantage Energy Ltd,Energy,5.0,,2.9444389791664403,15.415064585337635,,,
2011-01-01,AAV CT Equity,,13.0,99.14,9.0,0.0,,,1109.2619,,53.892,11.2033,0.0,44.6429,7.0,2.0,100.0,22.222,3.125,2799053.0,,1965.945,-273.3333,,1.727,,2.1021,-7.0005,0.9476,Advantage Energy Ltd,Energy,6.0,,2.5649493574615367,14.844791703652367,,0.03204557262673495,
2012-01-01,AAV CT Equity,,7.0,100.0,9.0,0.0,,,705.1103,,67.023,11.2033,0.0,44.6429,7.0,2.0,100.0,22.22,3.125,1942706.0,,1972.789,-273.3333,,1.381,,-7.7574,10.5711,0.7837,Advantage Energy Ltd,Energy,7.0,,1.9459101490553132,14.479592404507201,,0.020604866985960046,
